emissions_key,emissions_id,date_key,location_key,emissions_category,unit_of_measure,co2_emissions
86774,EMS-086774,20201213,9,Direct Emissions,kg,864.138
86775,EMS-086775,20201222,68,Direct Emissions,kg,347.89
86776,EMS-086776,20190831,94,Direct Emissions,kg,657.494
86777,EMS-086777,20240907,86,Direct Emissions,kg,1501.859
86778,EMS-086778,20210226,76,Direct Emissions,kg,833.293
86779,EMS-086779,20251016,63,Direct Emissions,kg,347.333
86780,EMS-086780,20221226,98,Transportation,kg,672.723
86781,EMS-086781,20240125,88,Direct Emissions,kg,1375.048
86782,EMS-086782,20200513,6,Purchased Energy,kg,587.754
86783,EMS-086783,20231111,51,Direct Emissions,kg,350.751
86784,EMS-086784,20210514,85,Direct Emissions,kg,852.859
86785,EMS-086785,20231016,5,Purchased Energy,kg,665.461
86786,EMS-086786,20240919,16,Purchased Energy,kg,484.844
86787,EMS-086787,20230115,67,Direct Emissions,kg,946.795
86788,EMS-086788,20200420,39,Direct Emissions,kg,1364.257
86789,EMS-086789,20250525,81,Direct Emissions,kg,1977.573
86790,EMS-086790,20190711,51,Direct Emissions,kg,1331.325
86791,EMS-086791,20231212,35,Direct Emissions,kg,1071.851
86792,EMS-086792,20200514,46,Direct Emissions,kg,371.962
86793,EMS-086793,20190519,25,Direct Emissions,kg,277.92
86794,EMS-086794,20230809,31,Direct Emissions,kg,415.767
86795,EMS-086795,20211010,95,Direct Emissions,kg,635.688
86796,EMS-086796,20210726,87,Direct Emissions,kg,841.363
86797,EMS-086797,20190813,49,Purchased Energy,kg,534.997
86798,EMS-086798,20250321,6,Direct Emissions,kg,554.211
86799,EMS-086799,20201123,45,Direct Emissions,kg,513.876
86800,EMS-086800,20230613,49,Direct Emissions,kg,768.338
86801,EMS-086801,20240718,68,Direct Emissions,kg,773.684
86802,EMS-086802,20220206,99,Direct Emissions,kg,540.59
86803,EMS-086803,20230117,88,Purchased Energy,kg,657.048
86804,EMS-086804,20230917,72,Transportation,kg,1571.691
86805,EMS-086805,20240608,95,Purchased Energy,kg,436.77
86806,EMS-086806,20190516,25,Transportation,kg,1365.295
86807,EMS-086807,20221015,47,Purchased Energy,kg,249.468
86808,EMS-086808,20200302,99,Direct Emissions,kg,819.019
86809,EMS-086809,20190126,22,Direct Emissions,kg,331.143
86810,EMS-086810,20210126,82,Direct Emissions,kg,789.544
86811,EMS-086811,20230621,68,Direct Emissions,kg,1763.481
86812,EMS-086812,20240929,93,Direct Emissions,kg,573.65
86813,EMS-086813,20250422,75,Direct Emissions,kg,373.821
86814,EMS-086814,20230318,25,Direct Emissions,kg,629.564
86815,EMS-086815,20210709,11,Direct Emissions,kg,2170.618
86816,EMS-086816,20220115,62,Direct Emissions,kg,929.263
86817,EMS-086817,20210117,30,Transportation,kg,1005.278
86818,EMS-086818,20250124,97,Direct Emissions,kg,1284.472
86819,EMS-086819,20240221,48,Purchased Energy,kg,470.134
86820,EMS-086820,20251015,44,Direct Emissions,kg,679.787
86821,EMS-086821,20220505,36,Direct Emissions,kg,511.009
86822,EMS-086822,20190504,53,Transportation,kg,884.218
86823,EMS-086823,20250505,74,Direct Emissions,kg,1350.562
86824,EMS-086824,20200727,85,Purchased Energy,kg,1627.322
86825,EMS-086825,20200229,10,Purchased Energy,kg,562.95
86826,EMS-086826,20220802,20,Direct Emissions,kg,585.062
86827,EMS-086827,20240517,78,Purchased Energy,kg,494.58
86828,EMS-086828,20190628,51,Direct Emissions,kg,641.978
86829,EMS-086829,20240130,38,Purchased Energy,kg,644.973
86830,EMS-086830,20251125,100,Purchased Energy,kg,1075.348
86831,EMS-086831,20200916,28,Transportation,kg,2087.288
86832,EMS-086832,20220202,1,Direct Emissions,kg,902.669
86833,EMS-086833,20230704,25,Transportation,kg,2380.063
86834,EMS-086834,20210628,68,Direct Emissions,kg,1286.117
86835,EMS-086835,20210126,43,Direct Emissions,kg,387.879
86836,EMS-086836,20250515,11,Transportation,kg,2602.63
86837,EMS-086837,20190404,33,Direct Emissions,kg,656.289
86838,EMS-086838,20240719,51,Direct Emissions,kg,2239.455
86839,EMS-086839,20220325,68,Purchased Energy,kg,315.829
86840,EMS-086840,20200102,9,Purchased Energy,kg,333.814
86841,EMS-086841,20230302,21,Direct Emissions,kg,578.185
86842,EMS-086842,20190524,27,Direct Emissions,kg,296.263
86843,EMS-086843,20220215,20,Purchased Energy,kg,302.275
86844,EMS-086844,20251211,48,Direct Emissions,kg,536.737
86845,EMS-086845,20241115,7,Purchased Energy,kg,1548.847
86846,EMS-086846,20220414,59,Purchased Energy,kg,203.412
86847,EMS-086847,20190102,14,Purchased Energy,kg,481.961
86848,EMS-086848,20220818,51,Direct Emissions,kg,940.942
86849,EMS-086849,20210606,42,Direct Emissions,kg,1258.117
86850,EMS-086850,20250125,33,Purchased Energy,kg,302.144
86851,EMS-086851,20240404,11,Direct Emissions,kg,1644.07
86852,EMS-086852,20190227,87,Purchased Energy,kg,270.397
86853,EMS-086853,20190126,33,Direct Emissions,kg,762.534
86854,EMS-086854,20250728,14,Purchased Energy,kg,594.798
86855,EMS-086855,20230609,47,Purchased Energy,kg,867.049
86856,EMS-086856,20211220,100,Direct Emissions,kg,808.506
86857,EMS-086857,20251220,21,Purchased Energy,kg,830.938
86858,EMS-086858,20250515,74,Direct Emissions,kg,949.005
86859,EMS-086859,20200629,65,Transportation,kg,2338.292
86860,EMS-086860,20201206,78,Direct Emissions,kg,678.072
86861,EMS-086861,20211121,80,Purchased Energy,kg,624.779
86862,EMS-086862,20220831,78,Direct Emissions,kg,1032.491
86863,EMS-086863,20231123,32,Transportation,kg,2221.974
86864,EMS-086864,20250516,67,Direct Emissions,kg,1540.808
86865,EMS-086865,20210316,17,Purchased Energy,kg,102.864
86866,EMS-086866,20191205,5,Transportation,kg,1235.636
86867,EMS-086867,20240421,77,Direct Emissions,kg,347.162
86868,EMS-086868,20190126,60,Direct Emissions,kg,502.92
86869,EMS-086869,20241204,25,Direct Emissions,kg,1275.946
86870,EMS-086870,20220912,77,Purchased Energy,kg,796.786
86871,EMS-086871,20200803,88,Purchased Energy,kg,219.959
86872,EMS-086872,20231013,61,Direct Emissions,kg,2673.188
86873,EMS-086873,20240108,89,Purchased Energy,kg,473.053
86874,EMS-086874,20241021,3,Purchased Energy,kg,294.114
86875,EMS-086875,20190209,51,Direct Emissions,kg,649.805
86876,EMS-086876,20201206,41,Purchased Energy,kg,341.634
86877,EMS-086877,20240501,61,Direct Emissions,kg,351.929
86878,EMS-086878,20190428,55,Purchased Energy,kg,755.045
86879,EMS-086879,20240630,27,Direct Emissions,kg,724.189
86880,EMS-086880,20220222,3,Transportation,kg,3045.355
86881,EMS-086881,20240921,65,Purchased Energy,kg,594.568
86882,EMS-086882,20190723,34,Purchased Energy,kg,636.965
86883,EMS-086883,20210517,93,Direct Emissions,kg,1503.739
86884,EMS-086884,20201009,16,Direct Emissions,kg,841.955
86885,EMS-086885,20200421,17,Direct Emissions,kg,1330.033
86886,EMS-086886,20200916,64,Purchased Energy,kg,448.933
86887,EMS-086887,20200517,72,Direct Emissions,kg,431.456
86888,EMS-086888,20210621,36,Transportation,kg,407.697
86889,EMS-086889,20221111,15,Transportation,kg,1099.133
86890,EMS-086890,20221125,89,Direct Emissions,kg,1459.171
86891,EMS-086891,20210408,65,Direct Emissions,kg,1058.022
86892,EMS-086892,20221204,89,Purchased Energy,kg,964.031
86893,EMS-086893,20240411,13,Direct Emissions,kg,513.926
86894,EMS-086894,20221109,54,Direct Emissions,kg,1719.425
86895,EMS-086895,20210430,79,Direct Emissions,kg,309.316
86896,EMS-086896,20190404,83,Direct Emissions,kg,1042.524
86897,EMS-086897,20211218,23,Direct Emissions,kg,417.817
86898,EMS-086898,20240210,37,Transportation,kg,885.93
86899,EMS-086899,20200625,83,Direct Emissions,kg,508.277
86900,EMS-086900,20190325,46,Direct Emissions,kg,917.447
86901,EMS-086901,20250428,70,Direct Emissions,kg,5995.619
86902,EMS-086902,20210506,17,Direct Emissions,kg,1296.744
86903,EMS-086903,20210415,78,Direct Emissions,kg,433.726
86904,EMS-086904,20190730,94,Direct Emissions,kg,506.305
86905,EMS-086905,20220307,46,Direct Emissions,kg,804.591
86906,EMS-086906,20221230,86,Purchased Energy,kg,552.065
86907,EMS-086907,20200317,53,Direct Emissions,kg,1525.34
86908,EMS-086908,20230705,22,Purchased Energy,kg,1120.237
86909,EMS-086909,20240728,77,Purchased Energy,kg,1452.379
86910,EMS-086910,20190316,58,Purchased Energy,kg,1424.694
86911,EMS-086911,20200321,29,Direct Emissions,kg,1289.964
86912,EMS-086912,20220120,47,Purchased Energy,kg,410.784
86913,EMS-086913,20220410,96,Purchased Energy,kg,287.721
86914,EMS-086914,20210813,32,Direct Emissions,kg,497.892
86915,EMS-086915,20250424,71,Purchased Energy,kg,1288.641
86916,EMS-086916,20250718,23,Purchased Energy,kg,938.562
86917,EMS-086917,20251002,17,Purchased Energy,kg,419.005
86918,EMS-086918,20210321,12,Purchased Energy,kg,2702.61
86919,EMS-086919,20221026,36,Direct Emissions,kg,297.201
86920,EMS-086920,20210227,58,Purchased Energy,kg,502.421
86921,EMS-086921,20220613,36,Transportation,kg,803.878
86922,EMS-086922,20190707,97,Direct Emissions,kg,694.862
86923,EMS-086923,20190102,51,Direct Emissions,kg,875.763
86924,EMS-086924,20230124,19,Direct Emissions,kg,426.61
86925,EMS-086925,20250220,8,Purchased Energy,kg,769.33
86926,EMS-086926,20240925,76,Purchased Energy,kg,313.001
86927,EMS-086927,20250214,18,Direct Emissions,kg,1092.418
86928,EMS-086928,20190127,71,Purchased Energy,kg,546.694
86929,EMS-086929,20241225,75,Purchased Energy,kg,814.153
86930,EMS-086930,20201115,29,Direct Emissions,kg,155.477
86931,EMS-086931,20191126,93,Direct Emissions,kg,784.689
86932,EMS-086932,20190511,7,Purchased Energy,kg,253.02
86933,EMS-086933,20201026,42,Purchased Energy,kg,286.055
86934,EMS-086934,20190313,42,Direct Emissions,kg,1977.418
86935,EMS-086935,20190427,76,Direct Emissions,kg,1528.305
86936,EMS-086936,20211203,15,Purchased Energy,kg,1360.189
86937,EMS-086937,20220503,2,Purchased Energy,kg,257.241
86938,EMS-086938,20190226,75,Purchased Energy,kg,920.006
86939,EMS-086939,20200304,19,Direct Emissions,kg,254.977
86940,EMS-086940,20200731,78,Direct Emissions,kg,499.682
86941,EMS-086941,20220505,89,Purchased Energy,kg,618.641
86942,EMS-086942,20220823,76,Direct Emissions,kg,749.61
86943,EMS-086943,20250108,86,Purchased Energy,kg,745.158
86944,EMS-086944,20240722,45,Purchased Energy,kg,411.739
86945,EMS-086945,20190319,12,Purchased Energy,kg,318.229
86946,EMS-086946,20190128,18,Transportation,kg,1497.163
86947,EMS-086947,20210216,50,Direct Emissions,kg,1275.36
86948,EMS-086948,20250614,24,Purchased Energy,kg,333.208
86949,EMS-086949,20230506,56,Purchased Energy,kg,721.502
86950,EMS-086950,20220531,83,Purchased Energy,kg,481.082
86951,EMS-086951,20250510,100,Purchased Energy,kg,279.377
86952,EMS-086952,20250924,98,Transportation,kg,497.924
86953,EMS-086953,20211223,100,Direct Emissions,kg,124.763
86954,EMS-086954,20210209,53,Direct Emissions,kg,1995.204
86955,EMS-086955,20250613,25,Purchased Energy,kg,1699.129
86956,EMS-086956,20230201,82,Purchased Energy,kg,413.82
86957,EMS-086957,20240423,13,Direct Emissions,kg,667.932
86958,EMS-086958,20250624,39,Purchased Energy,kg,324.297
86959,EMS-086959,20250604,52,Direct Emissions,kg,846.227
86960,EMS-086960,20230301,47,Direct Emissions,kg,621.379
86961,EMS-086961,20211215,33,Purchased Energy,kg,93.303
86962,EMS-086962,20201223,90,Purchased Energy,kg,317.993
86963,EMS-086963,20240625,81,Purchased Energy,kg,1144.45
86964,EMS-086964,20230414,57,Direct Emissions,kg,910.109
86965,EMS-086965,20240329,56,Purchased Energy,kg,459.422
86966,EMS-086966,20240330,48,Transportation,kg,624.507
86967,EMS-086967,20221126,51,Direct Emissions,kg,1526.244
86968,EMS-086968,20230525,88,Purchased Energy,kg,959.367
86969,EMS-086969,20200516,30,Purchased Energy,kg,123.954
86970,EMS-086970,20211214,73,Direct Emissions,kg,471.727
86971,EMS-086971,20201029,72,Purchased Energy,kg,887.281
86972,EMS-086972,20221112,70,Purchased Energy,kg,210.257
86973,EMS-086973,20190716,11,Direct Emissions,kg,752.801
86974,EMS-086974,20201222,73,Direct Emissions,kg,600.013
86975,EMS-086975,20221012,99,Purchased Energy,kg,356.233
86976,EMS-086976,20210704,23,Purchased Energy,kg,402.669
86977,EMS-086977,20220325,4,Purchased Energy,kg,392.625
86978,EMS-086978,20231219,65,Direct Emissions,kg,1067.446
86979,EMS-086979,20200910,85,Purchased Energy,kg,257.582
86980,EMS-086980,20210322,84,Direct Emissions,kg,3100.959
86981,EMS-086981,20210323,87,Purchased Energy,kg,101.13
86982,EMS-086982,20200319,91,Purchased Energy,kg,598.207
86983,EMS-086983,20250628,79,Transportation,kg,1243.552
86984,EMS-086984,20220219,100,Direct Emissions,kg,1028.602
86985,EMS-086985,20190514,48,Purchased Energy,kg,730.68
86986,EMS-086986,20230908,69,Direct Emissions,kg,487.956
86987,EMS-086987,20220705,29,Purchased Energy,kg,1120.082
86988,EMS-086988,20230922,11,Purchased Energy,kg,792.82
86989,EMS-086989,20190111,94,Transportation,kg,1377.879
86990,EMS-086990,20190728,93,Purchased Energy,kg,644.475
86991,EMS-086991,20210401,95,Purchased Energy,kg,561.095
86992,EMS-086992,20200311,56,Purchased Energy,kg,378.796
86993,EMS-086993,20200531,2,Purchased Energy,kg,361.058
86994,EMS-086994,20210810,14,Purchased Energy,kg,1157.358
86995,EMS-086995,20230821,14,Purchased Energy,kg,787.611
86996,EMS-086996,20190608,27,Transportation,kg,1452.243
86997,EMS-086997,20200222,21,Direct Emissions,kg,839.186
86998,EMS-086998,20200314,62,Direct Emissions,kg,769.467
86999,EMS-086999,20190917,29,Direct Emissions,kg,4688.223
87000,EMS-087000,20230722,28,Transportation,kg,590.102
87001,EMS-087001,20190619,37,Purchased Energy,kg,1705.524
87002,EMS-087002,20200828,22,Direct Emissions,kg,591.167
87003,EMS-087003,20190514,65,Transportation,kg,1305.058
87004,EMS-087004,20210809,58,Purchased Energy,kg,1696.646
87005,EMS-087005,20190919,83,Direct Emissions,kg,374.918
87006,EMS-087006,20230514,3,Transportation,kg,2270.123
87007,EMS-087007,20231028,65,Direct Emissions,kg,1167.461
87008,EMS-087008,20210628,49,Direct Emissions,kg,1700.79
87009,EMS-087009,20190303,38,Transportation,kg,735.78
87010,EMS-087010,20250110,12,Direct Emissions,kg,955.164
87011,EMS-087011,20200520,76,Purchased Energy,kg,852.717
87012,EMS-087012,20241231,97,Transportation,kg,2681.583
87013,EMS-087013,20210719,40,Direct Emissions,kg,703.721
87014,EMS-087014,20200929,58,Purchased Energy,kg,927.431
87015,EMS-087015,20220829,98,Direct Emissions,kg,563.792
87016,EMS-087016,20191227,5,Direct Emissions,kg,529.821
87017,EMS-087017,20230920,11,Purchased Energy,kg,377.137
87018,EMS-087018,20250221,16,Direct Emissions,kg,281.702
87019,EMS-087019,20210401,85,Direct Emissions,kg,710.038
87020,EMS-087020,20200324,52,Purchased Energy,kg,419.871
87021,EMS-087021,20230927,81,Purchased Energy,kg,1182.097
87022,EMS-087022,20191231,4,Transportation,kg,1410.957
87023,EMS-087023,20231226,41,Purchased Energy,kg,213.393
87024,EMS-087024,20250320,27,Purchased Energy,kg,1696.099
87025,EMS-087025,20201221,2,Purchased Energy,kg,431.662
87026,EMS-087026,20211220,63,Direct Emissions,kg,515.024
87027,EMS-087027,20220901,78,Purchased Energy,kg,458.123
87028,EMS-087028,20200428,45,Purchased Energy,kg,835.97
87029,EMS-087029,20220627,29,Transportation,kg,2870.025
87030,EMS-087030,20210306,20,Purchased Energy,kg,457.483
87031,EMS-087031,20230721,40,Purchased Energy,kg,1834.008
87032,EMS-087032,20250511,31,Purchased Energy,kg,528.258
87033,EMS-087033,20210618,57,Transportation,kg,1394.857
87034,EMS-087034,20190428,48,Purchased Energy,kg,429.075
87035,EMS-087035,20230324,37,Direct Emissions,kg,361.506
87036,EMS-087036,20201122,70,Purchased Energy,kg,358.022
87037,EMS-087037,20240428,84,Purchased Energy,kg,119.926
87038,EMS-087038,20220627,44,Purchased Energy,kg,488.338
87039,EMS-087039,20220429,50,Purchased Energy,kg,429.525
87040,EMS-087040,20220919,87,Transportation,kg,437.846
87041,EMS-087041,20201121,29,Purchased Energy,kg,1105.969
87042,EMS-087042,20250310,96,Purchased Energy,kg,387.348
87043,EMS-087043,20250305,7,Purchased Energy,kg,1821.591
87044,EMS-087044,20200117,98,Direct Emissions,kg,207.973
87045,EMS-087045,20210726,92,Purchased Energy,kg,282.598
87046,EMS-087046,20241016,46,Purchased Energy,kg,1265.309
87047,EMS-087047,20221224,38,Direct Emissions,kg,491.868
87048,EMS-087048,20210105,3,Direct Emissions,kg,194.174
87049,EMS-087049,20220130,90,Direct Emissions,kg,746.424
87050,EMS-087050,20200114,88,Transportation,kg,497.84
87051,EMS-087051,20210816,92,Transportation,kg,1250.117
87052,EMS-087052,20240109,100,Direct Emissions,kg,1974.018
87053,EMS-087053,20210726,1,Purchased Energy,kg,966.121
87054,EMS-087054,20231021,84,Purchased Energy,kg,305.628
87055,EMS-087055,20211206,9,Direct Emissions,kg,378.804
87056,EMS-087056,20250806,10,Direct Emissions,kg,814.843
87057,EMS-087057,20251206,75,Direct Emissions,kg,827.172
87058,EMS-087058,20200328,68,Purchased Energy,kg,200.381
87059,EMS-087059,20191213,83,Purchased Energy,kg,509.841
87060,EMS-087060,20220211,7,Transportation,kg,1718.724
87061,EMS-087061,20250525,67,Direct Emissions,kg,539.716
87062,EMS-087062,20190827,45,Purchased Energy,kg,371.486
87063,EMS-087063,20230628,15,Transportation,kg,791.247
87064,EMS-087064,20221012,33,Purchased Energy,kg,397.592
87065,EMS-087065,20190611,48,Purchased Energy,kg,496.822
87066,EMS-087066,20201029,4,Transportation,kg,1396.071
87067,EMS-087067,20201110,58,Purchased Energy,kg,597.309
87068,EMS-087068,20230820,10,Direct Emissions,kg,463.471
87069,EMS-087069,20200427,11,Transportation,kg,1775.11
87070,EMS-087070,20190412,56,Direct Emissions,kg,191.0
87071,EMS-087071,20230901,22,Direct Emissions,kg,1101.758
87072,EMS-087072,20230401,75,Direct Emissions,kg,1644.872
87073,EMS-087073,20240815,31,Direct Emissions,kg,525.97
87074,EMS-087074,20220820,62,Purchased Energy,kg,115.612
87075,EMS-087075,20230722,89,Purchased Energy,kg,289.348
87076,EMS-087076,20190127,36,Purchased Energy,kg,339.657
87077,EMS-087077,20210309,67,Purchased Energy,kg,296.11
87078,EMS-087078,20210610,5,Transportation,kg,1420.559
87079,EMS-087079,20220606,53,Transportation,kg,784.258
87080,EMS-087080,20200824,39,Purchased Energy,kg,508.873
87081,EMS-087081,20190827,75,Purchased Energy,kg,594.657
87082,EMS-087082,20200522,85,Direct Emissions,kg,1160.932
87083,EMS-087083,20230330,92,Purchased Energy,kg,569.423
87084,EMS-087084,20251020,93,Purchased Energy,kg,1060.638
87085,EMS-087085,20211125,100,Purchased Energy,kg,709.195
87086,EMS-087086,20241002,43,Purchased Energy,kg,616.29
87087,EMS-087087,20230709,90,Transportation,kg,2726.704
87088,EMS-087088,20230218,69,Purchased Energy,kg,246.047
87089,EMS-087089,20210523,49,Direct Emissions,kg,1537.983
87090,EMS-087090,20240730,71,Direct Emissions,kg,322.87
87091,EMS-087091,20210502,22,Direct Emissions,kg,860.655
87092,EMS-087092,20221230,59,Direct Emissions,kg,281.011
87093,EMS-087093,20250401,7,Purchased Energy,kg,656.181
87094,EMS-087094,20231207,44,Purchased Energy,kg,408.669
87095,EMS-087095,20220827,57,Direct Emissions,kg,617.417
87096,EMS-087096,20210205,44,Purchased Energy,kg,290.689
87097,EMS-087097,20230718,96,Direct Emissions,kg,1282.892
87098,EMS-087098,20211112,16,Direct Emissions,kg,512.638
87099,EMS-087099,20201031,3,Purchased Energy,kg,401.823
87100,EMS-087100,20220607,32,Direct Emissions,kg,2197.883
87101,EMS-087101,20191017,14,Direct Emissions,kg,692.594
87102,EMS-087102,20200923,56,Direct Emissions,kg,992.137
87103,EMS-087103,20200418,26,Direct Emissions,kg,295.73
87104,EMS-087104,20210909,37,Purchased Energy,kg,300.045
87105,EMS-087105,20230424,28,Purchased Energy,kg,525.525
87106,EMS-087106,20190403,80,Direct Emissions,kg,794.688
87107,EMS-087107,20230901,18,Transportation,kg,1688.116
87108,EMS-087108,20231020,51,Direct Emissions,kg,269.797
87109,EMS-087109,20200601,43,Direct Emissions,kg,1430.836
87110,EMS-087110,20240812,54,Direct Emissions,kg,897.564
87111,EMS-087111,20210411,33,Purchased Energy,kg,906.473
87112,EMS-087112,20211120,76,Transportation,kg,1301.8
87113,EMS-087113,20190504,49,Direct Emissions,kg,687.882
87114,EMS-087114,20221108,32,Purchased Energy,kg,494.167
